question,answer1,answer2,spread,rewards_daily_rate,gm_reward_per_100,sm_reward_per_100,bid_reward_per_100,ask_reward_per_100,volatility_sum,volatilty/reward,min_size,1_hour,3_hour,6_hour,12_hour,24_hour,7_day,30_day,best_bid,best_ask,volatility_price,max_spread,tick_size,neg_risk,market_slug,token1,token2,condition_id
Will Xavier Suarez win the 2025 Miami mayoral election?,Yes,No,0.32,3,1.5,1.5,1.5,1.5,63.519999999999996,0.02,20,0.0,0.0,0.0,8.48,7.31,11.64,34.45,0.05,0.37,0.21,3.5,0.01,True,will-xavier-suarez-win-the-2025-miami-mayoral-election-648,21130169810887574475058343743457940679392897995606759918159157585741848201067,56054595484521839213104663808142625404408769524751416085018221161500945292424,0x935652c74eb22c716f067b10fc974da56599503a8320bfb74cc179467496d791
"Will ""Good Fortune"" Opening Weekend Box Office be between 8m and 12m?",Yes,No,0.12,3,1.5,1.5,1.5,1.5,117.39,0.01,100,7.72,14.86,11.16,34.96,36.05,40.67,40.67,0.54,0.66,0.6,4.5,0.01,True,will-good-fortune-opening-weekend-box-office-be-between-8m-and-12m,70109562511787077935684525832016839536404591906982615316418553733799451910917,61524172008843367870595847401353397766521298954142330303932144608388488251084,0xc70ee65f991c012e138e0a2259935f97381869995bdde401fcb26019cce62402
Will Trump agree to a tariff agreement with Canada in October?,Yes,No,0.49,3,1.5,1.5,1.5,1.5,144.86,0.01,100,0.0,0.0,0.0,4.11,5.24,69.81,69.81,0.26,0.75,0.5,4.5,0.01,False,will-trump-agree-to-a-tariff-agreement-with-canada-in-october,48133914044058927105538165127276097044962222806792496374093612007867933545498,41045303997693738832583068385712056294601035030742975410178385415702636723430,0xf3714b6a1b25b3bcbf2bee6fa820b018bec57bd006fdb8459a5e6f5bd97749a9
Will between 12 and 15 named storms occur in the 2025 Atlantic hurricane season?,Yes,No,0.48,3,1.5,1.5,1.5,1.5,35.82,0.04,50,0.0,0.0,4.38,3.1,19.77,8.81,6.68,0.27,0.75,0.51,3.5,0.01,True,will-between-12-and-15-named-storms-occur-in-the-2025-atlantic-hurricane-season,16317379537814991855129487350420868230899067814629633592044411895109534532888,18366578975042420384462476878656800180781847128572506066657502596220267035550,0xb1f49adea3e64963561b9f8162194712e7db9345543659a2ede9e5d8c53c8bac
Will Fernando Haddad qualify for Brazil's presidential runoff?,Yes,No,0.68,3,1.5,1.5,1.5,1.5,137.9,0.01,20,368.92,228.59,164.64,117.5,83.48,31.68,32.32,0.08,0.76,0.42,4.5,0.01,False,will-fernando-haddad-qualify-for-brazils-presidential-runoff,94836043839323722879469870987760750290024098891115577626325361529691242606761,25389055899102172935354466055454965931540722370421306725201557275070263171,0x42c969b601530ece32eef646b8cbd91ac66e68bdad1fd2ba426f69a2ee2c7548
Will Apple release HomePod mini successor by December 31?,Yes,No,0.13,3,1.5,1.5,1.5,1.5,60.699999999999996,0.02,20,20.02,22.22,21.37,21.46,22.96,21.84,14.54,0.33,0.46,0.4,3.5,0.01,False,will-apple-release-homepod-mini-successor-by-december-31,115406476589973567495665577663113677829660303858658014552098020523886151794686,82668686576716636645591335238077833843140077125985394919776029209602687669340,0xea1d7dabe31625ba3af02d917a498e7be20416a3834ba7f7d319dd2d8ddc2724
Will Stokes Twins' next video get between 6–9 million views on day 1?,Yes,No,0.22000000000000003,3,1.5,1.5,1.5,1.5,86.9,0.02,20,31.88,21.09,20.93,34.13,32.41,29.53,24.96,0.3,0.52,0.38,4.5,0.01,True,will-stokes-twins-next-video-get-between-69-million-views-on-day-1,51466441196951389392157736146221960129637399988866041320661648766718819221824,88569635523924049730922278674697644439984732734800724331603823981758617262694,0x989103ace2199e7d736ef7c31850064d3a21902f645189e5d9ca64974ae35538
Will Bernie endorse Zach Wahls for IA-Sen Nov 2 2026 ET?,Yes,No,0.96,3,1.5,1.5,1.5,1.5,38.38,0.04,20,0.0,0.0,0.0,0.0,0.0,13.88,38.02,0.02,0.98,0.5,4.5,0.01,False,will-bernie-endorse-zach-wahls-for-ia-sen-nov-2-2026-et,107080387770503661967711176882937155612989847930086034775329452354985736188978,77926450642005422206852511744605184574938173326553232191654522397724926169595,0x1428ebd0c6424f9a42928f2e10e4d851be0810d4eb556738b7dc8976356ac14b
Will Shohei Ohtani hit the most home runs in the 2025 MLB Postseason?,Yes,No,0.96,3,1.5,1.5,1.5,1.5,117.56,0.01,100,0.0,2.85,2.04,1.45,3.56,57.0,57.0,0.01,0.97,0.49,3.5,0.01,True,will-shohei-ohtani-hit-the-most-home-runs-in-the-2025-mlb-postseason,95048827631046415796053829112177768822765299541632452803957117869656072120852,86565334200360635057769890344157986486811841366877965621191756969114808762052,0x1bb375d8b1d13c456ab462132c911634c983c516aa521d8670a253a2453e3ca4
Will global temperature increase by more than 1.19ºC in September 2025?,Yes,No,0.10999999999999999,3,1.5,1.5,1.5,1.5,109.87,0.01,100,10.54,6.2,11.3,51.89,39.23,41.29,24.86,0.65,0.76,0.7,3.5,0.01,True,will-global-temperature-increase-by-more-than-1pt19c-in-september-2025,50860190175012401873718009621312758499993825872697482502337880384658621599900,62182387611846981984646240817576316655205123101370697166977031393630658209683,0xdb4535663902d2df204a06cfbcce74ff63f46a573374ab741bfdb2f9fc6dcdd6
MLB 2025: Will a #1 Seed Win the World Series?,Yes,No,0.95,3,1.5,1.5,1.5,1.5,197.19,0.01,100,0.0,0.0,22.49,19.1,72.71,62.24,62.24,0.02,0.97,0.5,3.5,0.01,False,mlb-2025-will-a-1-seed-win-the-world-series,86661606630893961750237105748304432356634914144630666226881809790035572114784,5691879905538637549387288598779420995283192196454268186103491995035947925516,0x143b1d929a04f5065823682870ee6dda12f2945bc50a1300b582691820d2d300
Will Donald Trump issue 3 executive orders in the week of October 10?,Yes,No,0.08,3,1.5,1.5,1.5,1.5,216.29,0.01,100,98.4,65.67,47.83,42.54,91.33,62.48,62.48,0.08,0.16,0.12,4.5,0.01,True,will-donald-trump-issue-3-executive-orders-in-the-week-of-october-10-933,71844493273452386213338691118030303766416436206670322428453109737324566045984,62936957301842139495088872590236938078563087876968838304040645725913545599710,0x7a9fadf4a79c744f9b42bca666173130d59bd3b70cf545aa51aa2efe2fe36e1f
Will Emilio Gonzalez win the 2025 Miami mayoral election?,Yes,No,0.32,3,1.5,1.5,1.5,1.5,39.88,0.04,20,8.28,5.03,6.15,4.36,3.59,3.4,28.93,0.11,0.43,0.27,3.5,0.01,True,will-emilio-gonzalez-win-the-2025-miami-mayoral-election-254,50565116162224988397799547062961548135846140795782476560026463128574469765468,70648605734597921089137231006191306188661871468715691572631180077435133113578,0x589e3a005c47851b597b96e592d88616193df1777684d72e357df7d5b8cb3f75
Will the Detroit Tigers be eliminated in the Division Series?,Yes,No,0.07000000000000006,3,1.5,1.5,1.5,1.5,70.00999999999999,0.02,100,0.0,13.97,10.01,7.13,20.09,24.96,24.96,0.48,0.55,0.52,3.5,0.01,True,will-the-detroit-tigers-be-eliminated-in-the-division-series,53295426506505338088836344795040738556389186822845898428765257485545904764231,28972743709182961246628119949385561770009169455653226285437369469873764215664,0xa46370c37dbb880316ee719e75cb75d83be37672d5c077aa9e21430fff54149b
Will the Seattle Mariners lose the World Series?,Yes,No,0.11,3,1.5,1.5,1.5,1.5,241.41,0.01,100,263.6,152.88,130.52,150.71,124.11,58.65,58.65,0.01,0.12,0.11,3.5,0.01,True,will-the-seattle-mariners-lose-the-world-series,36682058166006517232323051258300436095026208073366908943449422157971232399822,88772587046038491028952907482882260685736753758910358281660372884055103746494,0x6b6442e283da26387ec0dadc2630c85df5947b8ec0ffa41c760976d10f0f1940
"Will ""Good Fortune"" Opening Weekend Box Office be greater than 12m?",Yes,No,0.07999999999999999,3,1.5,1.5,1.5,1.5,79.93,0.02,100,0.0,0.0,0.0,12.0,23.25,28.34,28.34,0.1,0.18,0.14,4.5,0.01,True,will-good-fortune-opening-weekend-box-office-be-greater-than-12m,42407193224874448094309572894790043613520577972372816877901667044883529555028,23129555462530021924676855645826905110292566963921980954171407069081528764876,0x9ffcb6002d008449265f91d1108a538a63bcb2e60d3c66e85da5c7022672abbe
Will the Seattle Mariners be eliminated in the Division Series?,Yes,No,0.07,3,1.5,1.5,1.5,1.5,79.79,0.02,100,0.0,18.45,48.46,34.37,24.39,27.7,27.7,0.45,0.52,0.48,3.5,0.01,True,will-the-seattle-mariners-be-eliminated-in-the-division-series,96244032221134293852478042599036781439720349990468532448869955632766283086214,14829584914029481713476974465470490227569066547837025819111800820116634203609,0x8480380d06877f23090619b5c44f121802c231f0132eb7584fd1092020dc4eda
Will Jim McGreevey win the 2025 Jersey City mayoral election?,Yes,No,0.17000000000000004,3,1.5,1.5,1.5,1.5,320.25,0.0,50,28.48,26.45,27.26,62.57,102.21,112.99,72.41,0.39,0.56,0.48,3.5,0.01,True,will-jim-mcgreevey-win-the-2025-jersey-city-mayoral-election,40706553866492930099188054044952137458515573140163434125701752509328366349723,84730614811820856744498802604768284816722933579504778809634997529538377098788,0xb5ae4bf6d60c6d1bc10d78e9895adc47d966e3d82923ae40f4aff7412d803287
Will Gwyneth Paltrow be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,0.07999999999999996,3,1.5,1.5,1.5,1.5,6.38,0.24,50,0.0,0.0,0.0,0.0,0.0,3.19,3.19,0.55,0.63,0.59,4.5,0.01,False,will-gwyneth-paltrow-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,25389825768050788418005043546596743510617314284551119971004055432307771959696,18286225682478679540460515688695438467965582764277500039370586220024691447457,0x1c37fbdf6b73ef0f9ee14a13f9655ab20fe1bb41032b16e5e781b36eb2f07e48
Will Chase Infiniti be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,0.07999999999999996,3,1.5,1.5,1.5,1.5,4.92,0.3,50,0.0,0.0,0.0,0.0,0.0,2.46,2.46,0.4,0.48,0.44,4.5,0.01,False,will-chase-infiniti-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,61501418198218591815311956428341135545693570155687850419489493522032157026207,81607544791802319183646767912471759429281196266423912675060271780484071474515,0xdb042644dcc644db364674d39fde65db3b8db3681c94614619836bab52395e95
Will Luke Combs release an album in 2025?,Yes,No,0.84,3,1.5,1.5,1.5,1.5,2.48,0.6,20,0.0,0.0,0.0,0.0,0.0,1.18,28.48,0.03,0.87,0.45,4.5,0.01,False,will-luke-combs-release-an-album-in-2025,42865701953395006850398083716037220076106210178097847859916239819254896518944,93993300788031461430672243853103706159527816557043913364088062094761802967592,0xdd75d46f769f749e1ecb30055e9f04798c3aadadfe0071d6fba8274daa85b83c
Rainbow FDV above $1B one day after launch?,Yes,No,0.76,3,1.5,1.5,1.5,1.5,74.91,0.02,50,0.0,0.0,1.75,19.22,20.8,21.33,32.78,0.19,0.95,0.57,3.5,0.01,False,rainbow-fdv-above-1b-one-day-after-launch-118,31345940306099001559696936236078991647426487914343615958225562398327696274213,18724071602966467949431172858330854445320056452242992595862462464527580953010,0xd6dc9f12635e3aeeb3b7b219ffe340eea106c0f361ae1bcf251c73f45be6ac9d
Will Inga Ibsdotter Lilleaas be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,0.08000000000000007,3,1.5,1.5,1.5,1.5,0.76,1.97,50,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.47,0.55,0.51,4.5,0.01,False,will-inga-ibsdotter-lilleaas-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,99557827045524807467234791605481269002910346793758641908665692805984114950949,36873990491685061697797429373815875133688566397124746516954174552245605222407,0x2f470d4f9b647ad6b2bfd12e75174a478aeeda94a2158037a8cc331a2b7fa81b
Will Trump endorse Winsome Earle-Sears for VA-Gov by Nov 2 2025 ET?,Yes,No,0.72,3,1.5,1.5,1.5,1.5,97.71,0.02,20,0.0,0.0,34.97,42.83,40.63,25.7,28.39,0.16,0.88,0.52,4.5,0.01,False,will-trump-endorse-winsome-earle-sears-for-va-gov-by-nov-2-2025-et,82334011051824786663982465009817433158473561177751396735853438566383211035329,61275943862512093615603443098176281153894557677747893789121322007189300311455,0x56cae79028993e8baa2a96e3d0f3663f6f14b43096da297f10b6af2486695fcf
Will the Toronto Blue Jays win the 2025 MLB World Series?,Yes,No,0.48,3,1.5,1.5,1.5,1.5,131.9,0.01,100,0.0,0.0,0.0,0.0,0.0,65.95,65.95,0.02,0.5,0.26,3.5,0.01,True,will-the-toronto-blue-jays-win-the-2025-mlb-world-series,98209866883499797988307774878432466300726619552858533599373903517064595957929,89456133497161450891847385757908432140841326470187181484833367247376379035553,0x7b30456ce0803687b033d9d56d9b20fe861c407d3599a5159199ad58d8c21039
Will Trump endorse John Cornyn for TX-Sen by Nov 2 2026 ET?,Yes,No,0.44,3,1.5,1.5,1.5,1.5,24.470000000000002,0.06,20,0.0,0.0,0.0,0.0,0.74,6.97,19.55,0.46,0.9,0.68,4.5,0.01,False,will-trump-endorse-john-cornyn-for-tx-sen-by-nov-2-2026-et,11046262311494533237971148351329185314005627894869626528589068956894902481233,109174961673759237090251150164977878122667077529594097403713839280719428670272,0x2aaffb7c88af0204f5095581dc72f82886f4e13902fe5c7727fac6ed48a25f11
Will Christian Menefee win TX-18 Special Election?,Yes,No,0.37000000000000005,3,1.5,1.5,1.5,1.5,55.349999999999994,0.03,100,0.0,0.0,3.89,2.75,1.95,21.25,29.61,0.18,0.55,0.36,3.5,0.01,True,will-christian-menefee-win-tx-18-special-election,92534996990950071404295529276884565838491605025173691546609408221092813068988,54751566429462665278170072010645394639941870691445000550071555111998490502168,0xabdfaae7b3d15f709e840c9911d63c5c745bed1100a642ffbbdd3784b9b69c2d
Will global temperature increase by between 1.15ºC and 1.19ºC in September 2025?,Yes,No,0.07999999999999999,3,1.5,1.5,1.5,1.5,94.67,0.02,100,60.53,41.54,42.47,59.49,42.54,27.62,26.3,0.23,0.31,0.26,3.5,0.01,True,will-global-temperature-increase-by-between-1pt15c-and-1pt19c-in-september-2025,97231609751266619138639250517675636395180540307333758684759374123496040767229,63911880721756581381447879987183845083706671665069247022704659856444867062113,0x14ac0879bd060c85f9c9f51413004b6da0816bb90b070c5c68401374d53089b9
Will Trump endorse Susan Collins for ME-Sen by Nov 2 2026 ET?,Yes,No,0.91,3,1.5,1.5,1.5,1.5,55.42999999999999,0.03,20,0.0,0.0,0.0,0.0,3.87,29.83,20.63,0.02,0.93,0.48,4.5,0.01,False,will-trump-endorse-susan-collins-for-me-sen-by-nov-2-2026-et,53825553579064311342930323717934845048601008937905537626135620452708007966684,8778503480252580193737907855351437693251176292801938960755163014850675745318,0x07ab4a3d146dad453f0c195ab0760a50c8a3a841f6a45b2f8a457379d1c66a7b
Will Regina Hall be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,0.08,3,1.5,1.5,1.5,1.5,55.7,0.03,50,0.0,0.0,0.0,0.0,0.0,27.85,27.85,0.08,0.16,0.12,4.5,0.01,False,will-regina-hall-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,3983395793811512753740593088008101524333978976346740080500975959593371268707,19763329774438721272941954719723712395313359409119404412969834737327782596955,0x03a256b9724bccc4cafb6fcdf3a47af59edd29d23b9e908e0b077ff0a6d4d3c0
Will Letitia James be charged with a crime by December 31?,Yes,No,0.21000000000000002,3,1.5,1.5,1.5,1.5,32.46,0.05,50,10.14,8.36,8.22,12.38,13.33,6.81,12.32,0.46,0.67,0.56,3.5,0.01,False,will-letitia-james-be-charged-with-a-crime-by-december-31,111965154881235310084269488396902721119533766388027927370548974926984203293015,88666909767999910085126187888483896433909930213030177350289816464324768800122,0x5eb39b72f54da7faf65d5ebc82048af6623ca46abfa608f6f04b6e973473755c
Will courts block Trump's 100k H1b by October 31?,Yes,No,0.1,3,1.5,1.5,1.5,1.5,121.52000000000001,0.01,50,0.0,34.83,73.26,52.01,36.86,42.03,42.63,0.04,0.14,0.09,3.5,0.01,False,will-courts-block-trumps-100k-h1b-by-october-31,57124736530254125300494817193765609012934281164304398646964770463893023356495,5442014481418180548333858538954931472656363178318690507413556718338374637952,0x074b22e2497ec337bca20b01686f8772d7bbc9cd2c190c4fb994ad7f9a4d06dc
Will Harvey Weinstein be sentenced to between 20 and 30 years in prison?,Yes,No,0.7,3,1.5,1.5,1.5,1.5,121.39000000000001,0.01,100,55.81,33.88,38.63,28.36,20.07,24.67,58.87,0.01,0.71,0.36,3.5,0.01,True,will-harvey-weinstein-be-sentenced-to-between-20-and-30-years-in-prison,40689385937970031985272152180777653235879119412231903065658922913468759560353,109223657334725476924710634471321315385389367621714474291402615707818729630121,0xdee5db5410b362783a1405b66b9aa08a7d050ae1f99e8da85b9d1ae7962dad3b
Will Laura Dern be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,0.07999999999999999,3,1.5,1.5,1.5,1.5,50.099999999999994,0.03,50,0.0,0.0,0.0,0.0,4.3,22.9,22.9,0.13,0.21,0.17,4.5,0.01,False,will-laura-dern-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,79956293949100175238847321560835953121181214722722551328145280792722604487514,99194926531362600335762024995690114656971116842610856570336576988517424133637,0xbb0087878014e2f6ddb2a7428b54c8d5f845fd4d6520cf5fa6477c13d5c30126
Will Aaron Judge hit the most home runs in the 2025 MLB Postseason?,Yes,No,0.9,3,1.5,1.5,1.5,1.5,125.42999999999999,0.01,100,21.15,14.12,9.99,20.43,22.33,51.55,51.55,0.02,0.92,0.47,3.5,0.01,True,will-aaron-judge-hit-the-most-home-runs-in-the-2025-mlb-postseason,51147037905686337207794845334515555814072952576023122964441354667134527933416,5228530023110836992755314953199876395456491918223237137100237752003570538035,0x163b9d09f1a4ee0ba0a77ad70f799220ff3b8f444080427796ebbd90e2fc62c7
Will Donald Trump issue 2 executive orders in the week of October 10?,Yes,No,0.08000000000000002,3,1.5,1.5,1.5,1.5,113.13999999999999,0.01,100,13.93,17.62,17.88,13.07,45.12,34.01,34.01,0.3,0.38,0.34,4.5,0.01,True,will-donald-trump-issue-2-executive-orders-in-the-week-of-october-10-738,13374421560470759170773699695223021780888447362436306632841360991968885690266,43043459078750724861244188432341860882111519715101417073371387789348955004629,0x428e3d258259d9bdc6a57121ed05348eaadc6be84d02e1d4b235a5ac9bbf573c
Will Yngvill Kolset Haga & Avy Kaufman (Sentimental Value) be nominated for Achievement in Casting at the 98th Academy Awards?,Yes,No,0.08000000000000002,3,1.5,1.5,1.5,1.5,23.78,0.06,50,0.0,0.0,0.0,0.0,0.0,11.89,11.89,0.37,0.45,0.41,4.5,0.01,False,will-yngvill-kolset-haga-avy-kaufman-sentimental-value-be-nominated-for-achievement-in-casting-at-the-98th-academy-awards,32525717559923218687592686736679202480264148973892124810901742852653700712203,111593362528301951701148194331374281872074615963682028678023826060720815324595,0x1f298e31c2f8daa41cef06bf0e8aa99e814a581ee6bb277af3eec85ce8e36f73
Will Josh Safdie be nominated for Best Director at the 98th Academy Awards?,Yes,No,0.08000000000000002,3,1.5,1.5,1.5,1.5,23.6,0.06,50,0.0,0.0,0.0,0.0,0.0,11.8,11.8,0.3,0.38,0.34,4.5,0.01,False,will-josh-safdie-be-nominated-for-best-director-at-the-98th-academy-awards,101481114472462158372780933232984845129498545035538303754052542464874547820218,61234904076753910027110461941666520337779212055843870778365086720904161422111,0xafb173f52da67def808bc1d8e72c50350297ce5e54c74292be2bd4a26d737804
Will the Los Angeles Dodgers be eliminated in the League Championship Series?,Yes,No,0.49,3,1.5,1.5,1.5,1.5,121.24,0.01,100,0.0,0.0,0.0,0.0,0.0,60.62,60.62,0.01,0.5,0.26,3.5,0.01,True,will-the-los-angeles-dodgers-be-eliminated-in-the-league-championship-series,9173618819625012592831109607725351766344773766861399503674946479224772984724,12841761401726526534305241811047203064336994918291585238092959006915143782214,0xf737229aefe53a21e2080d81084040b421533f2ef5f92c158b85003c0cc64c3d
