question,answer1,answer2,neg_risk,spread,best_bid,best_ask,rewards_daily_rate,bid_reward_per_100,ask_reward_per_100,gm_reward_per_100,sm_reward_per_100,min_size,max_spread,tick_size,market_slug,token1,token2,condition_id
Israel strike on Damascus by October 31?,Yes,No,False,0.03200000000000001,0.036,0.068,10,0.49,0.67,0.57,0.58,200,3.5,0.001,israel-strike-on-damascus-by-october-31,81931796267298426167219041563414333885950671862555485423022208519111326761377,101706318361582462130338220882814352001789539022938942372577941468321053078468,0x0ceff1ac39ceb9f6f5ff38b5b241fba06aa1687fe3a7ecadc3b427cf5c568021
Will the highest temperature in London be between 62-63°F on October 7?,Yes,No,True,0.3,0.31,0.61,10,5.0,5.0,5.0,5.0,50,3.5,0.01,will-the-highest-temperature-in-london-be-between-62-63f-on-october-7,2202358684525666142737606583513097925907067578410010681138953068527536701099,108810910408309273049245704460993545044766089671216831160179711268890512663191,0xea67d50aba31098b36ab8d3ef7aca0c4b8f46bdae9e2c596f5e6067da0566264
Yieldbasis FDV above $500M one day after launch?,Yes,No,False,0.020000000000000018,0.94,0.96,10,1.72,1.58,1.65,1.65,100,3.5,0.01,yieldbasis-fdv-above-500m-one-day-after-launch,89929638197244185373379732329638083128952034760604027997452658821971009933463,96752156503742958477338015551395572650101687476076494354544425462657040016069,0x35356aa62c062ec140a22760ff9aeb7a2d7079fa8aa5805319ad9579ad52e3b7
"Will Angus King vote ""Yea"" on the next funding bill?",Yes,No,False,0.020000000000000018,0.77,0.79,10,2.47,1.35,1.83,1.91,100,3.5,0.01,will-angus-king-vote-yea-on-the-next-funding-bill-179,32312958398221045106516876792357158499295112828613607277871423317188156696546,92273859987743799438602135626393871426692948632312808277218075428116622604478,0x0e65ac45d12af61673ed92b0e65866d7b7fa58ce395c71cfc86d91e10af26ad4
Will Wavel Ramkalawan win the 2025 Seychelles presidential election?,Yes,No,True,0.02999999999999997,0.33,0.36,10,2.61,1.53,2.0,2.07,100,4.5,0.01,will-wavel-ramkalawan-win-the-2025-seychelles-presidential-election,42072487654354660536729479058090820771568840744421644100986291157043418270548,99165185483273097183861159149218744133620859991608869928779227805744609374611,0x024be9f69c53bd390e9c8c07e91b65051802213706c8b547c924ddc46eb4329b
Will the highest temperature in London be 59°F or below on October 7?,Yes,No,True,0.005000000000000001,0.011,0.016,10,1.34,0.57,0.87,0.96,50,3.5,0.001,will-the-highest-temperature-in-london-be-59f-or-below-on-october-7,2707518820538490812668545968544831383506101620102153336371792806321948495127,55578809693442514774897606905074031299404081360120225770905445783388039028584,0x9f632f1bd8ae10c141ca5667fd31b5517c54af97123d69b2f112222ca1f8ccb8
Will Trump create a tariff dividend in 2025?,Yes,No,False,0.009999999999999995,0.1,0.11,10,2.22,2.55,2.38,2.38,100,3.5,0.01,will-trump-create-a-tariff-dividend-in-2025,58039757633754062825351457366485834704443535568182249700670129456908760802955,39148446734804444731379106024251407728320711818342709766740942944777712895603,0xc295b3779bd5923f7a7179b4e422a02760a9a43117f536465b1c05dbb12b93d5
Will the highest temperature in London be between 68-69°F on October 7?,Yes,No,True,0.028000000000000004,0.022,0.05,10,0.46,0.61,0.53,0.54,50,3.5,0.001,will-the-highest-temperature-in-london-be-between-68-69f-on-october-7,20818708077370205710550927760143270722055082152382999522979523225259601291324,24018337172649545517180056112683713359304552665872796666287327427322125282000,0xe59a33a9d7eee35b2820cc97627587baac90434c13d1c799b7464e80fa01a422
Will the highest temperature in New York City be 85°F or higher on October 7?,Yes,No,True,0.020000000000000004,0.03,0.05,10,0.35,0.53,0.43,0.44,50,3.5,0.001,will-the-highest-temperature-in-new-york-city-be-85f-or-higher-on-october-7,92468598539089411613819940813813907474204161165325356448310082502759775796386,45431553771863317947260906137057981238658848917507064379774342776612202727709,0x2d09a8dcf99823eda2c7f9925c286c956cf933e4692e73ff7642c62b7131ddf2
Will 'Honey' be the least streamed song on The Life of a Showgirl on Oct 10th?,Yes,No,True,0.020000000000000018,0.94,0.96,10,0.38,1.15,0.66,0.76,100,4.5,0.01,will-honey-be-the-least-streamed-song-on-the-life-of-a-showgirl-on-oct-10th,3668295509829109352752422512429411360452020028759601277918144422912641288086,18974897718090074497553665496801783795751902991877894104155974713289652998458,0x97b4c8524b110df20ce187ba92caa9745d2bcec5980c4276a0742fcdcc2fb809
Will the highest temperature in London be 72°F or higher on October 6?,Yes,No,True,0.022000000000000002,0.007,0.029,10,1.62,0.6,0.99,1.11,50,3.5,0.001,will-the-highest-temperature-in-london-be-72f-or-higher-on-october-6,36593559368325992770227360807204026024241677423845583482730774372659797093620,92268432547364449608311093564516449424497768019528662633211329317113718825627,0xf4746ce5424072fd17a49a7aa34f16ff88a30743c569e1ab5125445dfffdb32e
TikTok sale announced in 2025?,Yes,No,False,0.030000000000000027,0.43,0.46,10,2.04,0.25,0.71,1.14,200,3.5,0.01,tiktok-sale-announced-in-2025-386-821,4149251664517640299965130273628133325857680891787528454768893425877314791040,15850558865033180331234000255512003885676334852017735365596545393783844147304,0xf005ddced69842c3943edea3b8fb24187240ac93becdc1532c5b9db34f9dd2c8
Will the highest temperature in New York City be between 77-78°F on October 7?,Yes,No,True,0.30999999999999994,0.16,0.47,10,5.0,5.0,5.0,5.0,50,3.5,0.01,will-the-highest-temperature-in-new-york-city-be-between-77-78f-on-october-7,2277102149910241787003671562617104589653565773176370039695907090855081656444,2080035049350943296503651091483929956607367985324210210911196117757289516245,0xb49a784075862f78d2f36f368837b21d224145fa2bdb5d951bbd79e9e64c3324
Will the highest temperature in London be between 70-71°F on October 6?,Yes,No,True,0.1499999999999999,0.55,0.7,10,5.0,5.0,5.0,5.0,50,3.5,0.01,will-the-highest-temperature-in-london-be-between-70-71f-on-october-6,33207891240871335377792903632127050677625309404640876264155403717358694849489,27215034833612366547549361084243965257184929208054845483287191129487134329376,0xd7bdc3e68ad28f0c4cef1305f963a12065f7333f810c917a7791421f396141f0
Will Kinder Morgan (KMI) beat quarterly earnings?,Yes,No,False,0.020000000000000018,0.54,0.56,10,1.14,1.73,1.4,1.44,200,3.5,0.01,kmi-quarterly-earnings-nongaap-eps-2025-10-15-0pt3,97877578844157344112106218331762203274572805029427285769672763914334155072636,72438903765394400323655450722203173453114918140207474924743517540140370004024,0x7666dbf2728c1ccf5ab7590cd04b6b8ffc8a682425ab27a393e4b3ec1aadb16d
Kinetiq FDV above $1B one day after launch?,Yes,No,False,0.04999999999999999,0.45,0.5,10,2.38,3.65,2.95,3.01,50,3.5,0.01,kinetiq-fdv-above-1b-one-day-after-launch,57909680388124623195706590128706255192946062369808322073929909113446178298259,84249448128839846832918764286751711776975800693088212046517088551748312866283,0xf5b8106bf2429e116bb5baa183224692be9bb59b8947bb4fa7c9151ed49fa98d
Will the highest temperature in New York City be between 80-81°F on October 6?,Yes,No,True,0.10999999999999999,0.31,0.42,10,5.0,5.0,5.0,5.0,50,3.5,0.01,will-the-highest-temperature-in-new-york-city-be-between-80-81f-on-october-6,87487538882321809750633415879731417878377694274539460042939406975098474562479,21505962797350468012466469762019891219137842857275497202294094841688684301823,0x0fb48acfe9a46579b457c6db24023f038e3c82264130cc68d8d86e4475b7c96c
"Will exactly 58 U.S. senators vote ""Yea"" on the next funding bill by October 31?",Yes,No,True,0.008,0.011,0.019,10,1.35,0.55,0.86,0.95,100,4.5,0.001,will-exactly-58-us-senators-vote-yea-on-the-next-funding-bill-by-october-31,98930817750046688112969032117076136908178010710482287248502653962268195211250,82689997940479320618278164221216292515797741545462183600604747742837417175670,0xfea23bf17aa9ec5af8c9518ec1b7d30c2d55353a7a218fe6ec0d5126f3ce3b7a
Will the highest temperature in London be between 66-67°F on October 7?,Yes,No,True,0.37,0.06,0.43,10,5.0,5.0,5.0,5.0,50,3.5,0.01,will-the-highest-temperature-in-london-be-between-66-67f-on-october-7,36334231500278560142919239754860516460561970195379190496770944165891881151121,45988807758567438804319569321633096812055866313892165543618233404215914683021,0x1775987270f54e70f4c3bca9b5b97c15a9694fe57dba381d6a50ba2cf0711061
"Will Elon Musk post 180-199 tweets from October 3 to October 10, 2025?",Yes,No,True,0.003999999999999997,0.042,0.046,10,0.27,0.48,0.36,0.38,50,3.5,0.001,elon-musk-of-tweets-october-3-october-10-180-199,96045391438332733512284235581560922742658004415992522823927309938697370694126,80055199501674930052065534023084203033654604372255195564009877875659311865930,0x1f73aae3049a49f697d3fbb80acdde60aa42b4d2bcef81ca8bc786a6b974ad1d
Will the highest temperature in London be between 64-65°F on October 6?,Yes,No,True,0.001,0.0,0.001,10,0.0,1.58,0.0,0.79,50,3.5,0.001,will-the-highest-temperature-in-london-be-between-64-65f-on-october-6,111757050971677904100145588463030588107615277761194121048444938674560398899357,28032020829198165121887296926316254989363071940335815662873160067137626015934,0x61c769fa40773b2f81ae6f15ce1a93a9f805f3560689fe7f5fb70825ab5c2219
Will the highest temperature in London be 70°F or higher on October 7?,Yes,No,True,0.006,0.001,0.007,10,4.69,0.67,1.77,2.68,50,3.5,0.001,will-the-highest-temperature-in-london-be-70f-or-higher-on-october-7,7511885849861444197570953760380623925031529390795930712222931222880259064106,55320544626359953128983820235192270979521248564637841588710135123893173762245,0x83111f397de016561e40c410b22a4a43de55491650bac8b9b196fc6879989312
US forces in Venezuela by October 31?,Yes,No,False,0.007000000000000006,0.062,0.069,10,0.32,0.43,0.37,0.38,200,3.5,0.001,us-forces-in-venezuela-by-october-31,25135324058420134488445994576874067265741924048914874693098259548674565217734,114252054546041191009642409903594889842238645724865841930540137138174369290557,0xe1b054e176226b74cffcdf4653f47002067de7c28a82e3c8888815497fcae5d5
Will Dr Patrick Herminie win the 2025 Seychelles presidential election?,Yes,No,True,0.030000000000000027,0.64,0.67,10,1.9,1.97,1.93,1.94,100,4.5,0.01,will-dr-patrick-herminie-win-the-2025-seychelles-presidential-election,42649594781421501095952356631614102969539784698128591250432879449713641772744,8541164753967751949715741590238855160440343119472782924201354600488966937981,0x85a4bf780f8172789a76db41b199d40e7551a4c515e6e368e907aed1140dd106
Will the Fed Cut–Cut–Pause in the next three decisions (Oct–Dec–Jan)?,Yes,No,True,0.03999999999999998,0.43,0.47,10,2.12,1.81,1.96,1.96,100,4.5,0.01,will-the-fed-cutcutpause-in-the-next-three-decisions-octdecjan,113401754986342384261044700457165882158632153698445535217371023842472815025478,81906419701908530974011339985097627770048267181648886108185004759027261509242,0x83db787ed2cb00d225178e66bc6ae4d22e8029f19390d2b78ded5aed978eead6
Israel strike on Yemen by October 15?,Yes,No,False,0.020000000000000018,0.37,0.39,10,1.91,1.69,1.8,1.8,200,4.5,0.01,israel-strike-on-yemen-by-october-15,82274867981522243999107395185123484644544999231650179497595146289965711249017,75436765630645453889950193540590561712959241096539346614328906902701723317922,0x4a346e1f2811126111889f4ef103a8054b52d6b21c796e9ad9a4733f4200c3ef
Kinetiq FDV above $2B one day after launch?,Yes,No,False,0.009999999999999995,0.08,0.09,10,2.1,2.03,2.06,2.06,50,3.5,0.01,kinetiq-fdv-above-2b-one-day-after-launch,47885895955580707904422637625743195826768942116432179556726897129145529644711,66955867148677588454649868431532634923233386424703948448043371124110280068425,0x8fc994499eb98d128337e4b3e3043facc8874d1e58e3043fb9d21e7d3bcd7416
Will the highest temperature in London be between 60-61°F on October 7?,Yes,No,True,0.22000000000000003,0.06,0.28,10,5.0,5.0,5.0,5.0,50,3.5,0.01,will-the-highest-temperature-in-london-be-between-60-61f-on-october-7,80909785012575260928670897677769125893620720204049978480390982391693688737257,110115722557704595523539553119909065089584267867829771109848488323366823210718,0x697122411a28077c429af88711bb3d9e32f8d959b4d13ec2c85f019347475495
Trump approval Up or Down this week?,Yes,No,False,0.04999999999999999,0.38,0.43,10,1.88,3.0,2.37,2.44,50,4.5,0.01,trump-approval-up-or-down-this-week-176,24171464752646217269280949586350628542280798949080525672540569120250387205601,41036883778678860858373837495319813019346592166511576993684738330911755367671,0xcd299bdcc1aa7fb2fae9f0f324f38a3fbcc50bab6b90d7d2ce9038840ceba8fb
US strikes Afghanistan by October 31?,Yes,No,False,0.0029999999999999957,0.035,0.038,10,0.2,0.31,0.25,0.26,200,3.5,0.001,us-strikes-afghanistan-by-october-31,231605628982614885552142787226427600838720795804243328027411322846927331066,61064085081443824774691733025111041172820595098548099556113434312272508169126,0x33023d15be7a7b3fe5e324bbbbc7a94e3afd79542b5ea3d828c2db71de2c3d24
Will the highest temperature in New York City be between 81-82°F on October 7?,Yes,No,True,0.27999999999999997,0.14,0.42,10,5.0,5.0,5.0,5.0,50,3.5,0.01,will-the-highest-temperature-in-new-york-city-be-between-81-82f-on-october-7,10083060872703454230603936352342761628292216276451000152441776413438609388033,65090874404230034802051166196233224171202945422005966080606193247989914703695,0x495df50df01cd1a0b252818971cefe1abff9529707d2e8d316570dc700e869be
Will Sora by OpenAI be #1 Free App in the US Apple App Store on October 10?,Yes,No,True,0.020000000000000018,0.84,0.86,10,1.44,0.55,0.89,1.0,100,4.5,0.01,will-sora-by-openai-be-1-free-app-in-the-us-apple-app-store-on-october-10,60178370157730184603492904026445584826982609684544843945135575635912392536800,37859096113043396385561631521568787750793317221090027116741051187579704490086,0x0f98e2047f6a218d0f27984c08ccd6f5ae927f0285e79243bc073a820d2da33d
Yieldbasis FDV above $1B one day after launch?,Yes,No,False,0.04999999999999999,0.46,0.51,10,3.3,2.9,3.09,3.1,100,3.5,0.01,yieldbasis-fdv-above-1b-one-day-after-launch,95044803636899241388238917009584541946627737243209507813374211530978935871833,112779494193160829897036143607858964177702859303934197911637222444358878624436,0xd8ade149e48ef74f5fae727ff67f97c2de23a9d8a7cbb6b9832d948e0e08a56e
Will Sora be the #1 Free App in the US Apple App Store on October 15?,Yes,No,False,0.02999999999999997,0.45,0.48,10,1.92,1.55,1.73,1.74,100,4.5,0.01,will-sora-be-the-1-free-app-in-the-us-apple-app-store-on-october-15,65022103087248959680097709298661777246180440935113884035117492292940310451782,18869919035913132600748251604939389129840233922265754998523970428689254054610,0xe1f7e5ed03ce122f841fb3e548a214b7a4e106fd2e3f24ce3023b1e0a11b097a
Will the highest temperature in New York City be 84°F or higher on October 6?,Yes,No,True,0.153,0.042,0.195,10,0.0,0.0,0.0,0.0,50,3.5,0.001,will-the-highest-temperature-in-new-york-city-be-84f-or-higher-on-october-6,25283665954643987219905566645404025456343217599025374407206087294471942963469,95615227673438806512174495536993227505813655449224590661907598590754043671663,0x00a1eef085935db2356a63045e46f01976cb57f52601bb9b94d6e0c7c8ac0f39
Will the highest temperature in New York City be between 83-84°F on October 7?,Yes,No,True,0.09,0.09,0.18,10,0.0,0.0,0.0,0.0,50,3.5,0.01,will-the-highest-temperature-in-new-york-city-be-between-83-84f-on-october-7,110964546842187328547892303278631083545685540302720855049302280596505325253011,43827689806502374524943069222827883539417874976774959963055791637345074223607,0x02e27ba6ae745bcfe1602c72ed4a909510d821d136f4f66ab9ff1590f1aaf610
Will Iran close the Strait of Hormuz in 2025?,Yes,No,False,0.020000000000000004,0.06,0.08,10,0.44,0.51,0.47,0.48,200,3.5,0.01,will-iran-close-the-strait-of-hormuz-in-2025,108468416668663017133298741485453125150952822149773262784582671647441799250111,47757079633894387112291987083810225642258238114957712348556688720736895499502,0x89ff77ee1c11d6c8a480bfaab11eefd6f87b8f2076a065be0706453857dc0958
Will the highest temperature in London be between 66-67°F on October 6?,Yes,No,True,0.001,0.0,0.001,10,0.0,1.58,0.0,0.79,50,3.5,0.001,will-the-highest-temperature-in-london-be-between-66-67f-on-october-6,10201186576152784426801746559749389806592058652160627421295109515190777073093,67938774666959260016226001328717736058315066668451140526561169873072017267280,0x61f3f1e5dfa21ba9c65432e7c59d1b6b0f0eb3bbfae750d2c332985c1a9c1ed0
Will the highest temperature in New York City be between 74-75°F on October 6?,Yes,No,True,0.008,0.004,0.012,10,2.21,0.65,1.2,1.43,50,3.5,0.001,will-the-highest-temperature-in-new-york-city-be-between-74-75f-on-october-6,92268594670852899258560187566347688741103884117289406536580797141146675503926,65061528131858609457105016777138364428968253149190675070636000909557639633334,0x84a3abde07bf7160505036d4cfca62709e0857f27881f126210afe0e61efa40d
Will Party of Action and Solidarity (PAS) be part of the next Government of the Moldova?,Yes,No,False,0.0040000000000000036,0.993,0.997,9,0.06,0.24,0.12,0.15,20,5.5,0.001,will-party-of-action-and-solidarity-pas-be-part-of-the-next-government-of-the-moldova,13880269983161604379630627021899257410182473995145954777661450056856947625907,2026881838159977560723213910733155562647914563999504080437588812635424401481,0x43d363ca58961aaf691878c929740b5ad4d90ca09a77f8e7d2adeb022f534efb
